PERMNO,HTICK,HCOMNAM,HTSYMBOL,CUSIP,BEGDAT,ENDDAT
89803,AHT,ASHFORD HOSPITALITY TRUST INC,AHT,04410379,2003-08-26,2024-12-31
89805,,CAPITALSOURCE INC,CSE,14055X10,2003-08-07,2014-04-07
89806,,CITADEL BROADCASTING CORP,CDL,17285T10,2003-08-01,2009-03-05
89807,FVD,FIRST TRUST EXCHANGE TRADED FUND,FVD,33734H10,2006-12-18,2024-12-31
89808,FLC,FLAHERTY & CRUMRINE TOTAL RET FD,FLC,33847910,2003-08-27,2024-12-31
89809,FTF,FRANKLIN LIMITED DURATION INC TR,FTF,35472T10,2003-08-27,2024-12-31
89810,GPK,GRAPHIC PACKAGING HOLDING CO,GPK,38868910,2003-08-11,2024-12-31
89811,,MANAGED DURATION INVT GRD MUN FD,MZF,56165R10,2003-08-27,2018-08-03
89812,GRPU,GRANITE REAL ESTATE INVT TRUST,GRPU,38743720,2003-09-02,2024-12-31
89813,,MEDCO HEALTH SOLUTIONS INC,MHS,58405U10,2003-08-20,2012-03-30
89814,PFL,PIMCO INCOME STRATEGY FUND,PFL,72201H10,2003-08-27,2024-12-31
89815,,RAE SYSTEMS INC,RAE,75061P10,2003-08-29,2011-06-16
89816,,D W S RREEF REAL EST FD II INC,SRO,23338X10,2003-08-27,2010-06-11
89817,,TELECOM ITALIA S P A NEW,TI,87927Y10,2003-08-08,2019-07-05
89818,,TRIARC COMPANIES INC,TRYB,89592730,2003-09-02,2008-09-29
89819,,WORLDWIDE COLLECTIONS FUND INC,DUNN,98155T10,1984-12-20,1993-02-03
89820,,ATLANTIC BANCGROUP INC,ATBC,04822110,2003-08-29,2010-11-16
89821,,B N C BANCORP,BNCN,05566T10,2003-08-01,2017-06-15
89822,,DIRECT GENERAL CORP,DRCT,25456W20,2003-08-12,2007-03-30
89823,GOOD,GLADSTONE COMMERCIAL CORP,GOOD,37653610,2003-08-13,2024-12-31
89824,MODV,MODIVCARE INC,MODV,60783X10,2003-08-19,2024-12-31
89825,,STERLING BANKS INC,STBK,85915B10,2003-08-12,2010-07-16
89826,TCBI,TEXAS CAPITAL BANCSHARES INC,TCBI,88224Q10,2003-08-13,2024-12-31
89827,,MALRITE COMMUNICATIONS GROUP,MALRA,56133820,1985-06-25,1989-02-21
89828,UVSP,UNIVEST FINANCIAL CORP,UVSP,91527110,2003-08-15,2024-12-31
89829,,ANCHOR GLASS CONTAINER CORP NEW,AGCCQ,03304B30,2003-09-25,2005-08-16
89830,,AMIS HOLDINGS INC,AMIS,03153810,2003-09-24,2008-03-17
89831,,SYNTAX BRILLIAN CORP,BRLC,87163L10,2003-09-16,2008-07-21
89832,,FIRST COMMUNITY BANK CORP AMER,FCFL,31985E20,2003-09-03,2011-06-10
89833,,BELLUS HEALTH INC,BLU,07987C20,2003-09-18,2023-06-28
89834,,REDENVELOPE INC,REDE,75733R60,2003-09-25,2008-04-10
89835,,SIGMATEL INC,SGTL,82661W10,2003-09-19,2008-04-30
89836,,S R TELECOM INC,SRXA,78464P20,2003-09-03,2005-12-01
89837,,U G C EUROPE INC,UGCE,90268P10,2003-09-03,2003-12-19
89838,,BIOENVISION INC,BIVN,09059N10,2003-09-08,2007-10-23
89839,,BLACKROCK MUNICIPAL 2020 TERM TR,BKK,09249X10,2003-09-26,2020-12-15
89840,,BLACKROCK FLA MUN 2020 TERM TR,BFO,09250M10,2003-09-26,2020-12-15
89841,CNO,C N O FINANCIAL GROUP INC,CNO,12621E10,2003-09-12,2024-12-31
89842,EVT,EATON VANCE TAX ADVAN DIV IN FD,EVT,27828G10,2003-09-26,2024-12-31
89843,,ARIL GROUP,ARILE,04039410,1985-06-18,1991-07-31
89844,,FIRST TRUST FOUR CORNERS SR FLTG,FCM,33733Q10,2003-09-26,2010-09-30
89845,,AURICO GOLD INC,AUQ,05155C10,2003-09-04,2015-07-02
89846,,I N G CLARION REAL ESTATE INC FD,IIA,44978810,2003-09-26,2009-09-30
89847,,PREMD INC,PME,74047Y10,2003-09-17,2008-08-27
89848,AGG,ISHARES TRUST,AGG,46428722,2003-09-26,2024-12-31
89849,,JOURNAL COMMUNICATIONS INC,JRN,48113010,2003-09-24,2015-03-31
89850,,NATIONAL FINANCIAL PARTNERS CORP,NFP,63607P20,2003-09-18,2013-07-01
89851,,MARINA LIMITED PARTNERSHIP,MRNCZ,56808810,1985-01-23,1997-12-19
89852,,NUVEEN DIVERSIFIED DIV & INC FD,JDD,6706EP10,2003-09-26,2021-11-19
89853,,PRO PHARMACEUTICALS INC,PRW,74267T10,2003-09-10,2009-01-09
89854,SHG,SHINHAN FINANCIAL GROUP CO LTD,SHG,82459610,2003-09-16,2024-12-31
89855,WIA,WESTERN ASSET INFLTN-LNKD INC FD,WIA,95766Q10,2003-09-26,2024-12-31
89856,WF,WOORI FINANCIAL GROUP INC,WF,98106410,2003-09-29,2024-12-31
89857,MXC,MEXCO ENERGY CORP,MXC,59277010,2003-09-08,2024-12-31
89858,PAA,PLAINS ALL AMERN PIPELINE L P,PAA,72650310,1998-11-18,2024-12-31
89859,,ACUSPHERE INC,ACUS,00511R87,2003-10-08,2009-01-08
89860,,MIDDLEBROOK PHARMACEUTICALS INC,MBRK,59608710,2003-10-17,2010-05-11
89861,,CAPE FEAR BANK CORP,CAPE,13938010,2003-10-31,2009-04-13
89862,,CENTENNIAL SPECIALTY FOODS CORP,CHLE,15136810,2003-10-29,2005-10-25
89863,,MICROMET INC,MITI,59509C10,2003-10-30,2012-03-07
89864,,DIGITALNET HOLDINGS INC,DNET,25389B10,2003-10-10,2004-10-25
89865,,GENITOPE CORP,GTOP,37229P50,2003-10-30,2008-08-15
89866,LKQ,L K Q CORP,LKQ,50188920,2003-10-03,2024-12-31
89867,,MARCONI PLC NEW,MRCIY,56630M10,2003-10-02,2005-12-30
89868,,MYOGEN INC,MYOG,62856E10,2003-10-30,2006-11-17
89869,ONEQ,FIDELITY COMMONWEALTH TRUST,ONEQ,31591280,2003-10-01,2024-12-31
89870,,MARKETING SYSTEMS AMER INC,MASY,57060810,1984-11-13,1992-06-05
89871,,OVERNITE CORP,OVNT,69032210,2003-10-31,2005-08-05
89872,,PALMSOURCE INC,PSRC,69715410,2003-10-29,2005-11-15
89873,,RAINIER PACIFIC FINL GROUP INC,RPFG,75087U10,2003-10-21,2010-03-01
89874,,ESMARK INC NEW,ESMK,29647510,2003-10-28,2008-08-04
89875,ANIP,A N I PHARMACEUTICALS INC,ANIP,00182C10,2003-10-01,2024-12-31
89876,CRI,CARTERS INC,CRI,14622910,2003-10-24,2024-12-31
89877,,FIRST MARBLEHEAD CORP,FMD,32077120,2003-10-31,2016-08-22
89878,,FIRST POTOMAC REALTY TRUST,FPO,33610F10,2003-10-23,2017-09-29
89879,FRA,BLACKROCK FLOATING RT INC STRAT,FRA,09255X10,2003-10-29,2024-12-31
89880,IYT,ISHARES TRUST,IYT,46428719,2003-10-10,2024-12-31
89881,NRO,NEUBERGER BERMAN REAL ESTATE SEC,NRO,64190A10,2003-10-29,2024-12-31
89882,MAV,PIONEER MUNI HIGH INC ADV FD INC,MAV,72376210,2003-10-16,2024-12-31
89883,,RINKER GROUP LTD,RIN,76687M10,2003-10-28,2007-07-16
89884,,SPECTRASITE INC,SSI,84761M10,2003-10-03,2005-08-05
89885,,TRI VALLEY CORP,TIV,89573510,2003-10-29,2012-06-22
89886,,MARTIN LAWRENCE LTD EDITIONS,,57326910,1984-12-19,1996-08-09
89887,,ESSEX BANCORP INC DEL,,29668710,1990-07-17,2001-08-31
89888,,LIFE PARTNERS HOLDINGS INC,LPHI,53215T10,2003-10-21,2015-03-18
89889,CNVS,CINEVERSE CORP,CNVS,17240630,2003-11-10,2024-12-31
89890,,ASCONI CORP,ACD,04363Q20,2003-11-04,2005-10-27
89891,APYX,APYX MEDICAL CORP,APYX,03837C10,2003-11-05,2024-12-31
89892,EFR,EATON VANCE SENIOR FLTG RATE TR,EFR,27828Q10,2003-11-25,2024-12-31
89893,GDV,GABELLI DIVIDEND & INCOME TRUST,GDV,36242H10,2003-11-25,2024-12-31
89894,,MAXTOR CORP,MXTR,57772910,1985-08-07,1996-01-12
89895,DVY,ISHARES TRUST,DVY,46428716,2003-11-07,2024-12-31
89896,,JO ANN STORES INC,JAS,47758P30,2003-11-05,2011-03-18
89897,NMZ,NUVEEN MUNICIPAL HIGH INC OP FD,NMZ,67068210,2003-11-20,2024-12-31
89898,OMEX,ODYSSEY MARINE EXPLORATION INC,OMEX,67611820,2003-11-19,2024-12-31
89899,,SIRVA INC,SIR,82967Y10,2003-11-25,2007-11-23
89900,SNX,TD SYNNEX CORP,SNX,87162W10,2003-11-25,2024-12-31
89901,,WHITING PETROLEUM CORP NEW,WLL,96638750,2003-11-20,2022-06-30
89903,,AURIZON MINES LTD,AZK,05155P10,2003-11-10,2013-05-31
89904,,BUFFALO WILD WINGS INC,BWLD,11984810,2003-11-21,2018-02-02
89905,,CALLIDUS SOFTWARE INC,CALD,13123E50,2003-11-20,2018-04-05
89906,,COAST FINANCIAL HLDGS INC,CFHI,19035410,2003-11-06,2007-11-30
89907,,MAXAXAM CORP,MXXMC,57790610,1985-12-16,1988-09-08
89908,,CONNS INC,CONN,20824210,2003-11-25,2024-08-05
89909,,FACTORY CARD & PARTY OUTLET CORP,FCPO,30305110,2003-11-18,2007-11-16
89910,,GENESIS HEALTHCARE CORP,GHCI,37184D10,2003-12-01,2007-07-13
89911,,TURQUOISE HILL RESOURCES LTD,TRQ,90043520,2003-11-18,2022-12-15
89912,,K N B T BANCORP INC,KNBT,48292110,2003-11-03,2008-02-01
89913,,MARLIN BUSINESS SVCS CORP,MRLN,57115710,2003-11-12,2022-01-19
89914,,NITROMED INC,NTMD,65479850,2003-11-06,2009-04-24
89915,MGRC,MCGRATH RENTCORP,MGRC,58058910,1984-11-13,2024-12-31
89916,NXST,NEXSTAR MEDIA GROUP INC,NXST,65336K10,2003-11-24,2024-12-31
89917,,OPEN SOLUTIONS INC,OPEN,68371P10,2003-11-26,2007-01-23
89918,,PHARMION CORP,PHRM,71715B40,2003-11-06,2008-03-07
89919,,PINNACLE AIRLINES CORP,PNCL,72344310,2003-11-25,2012-04-10
89920,,QUALITY DISTRIBUTION INC,QLTY,74756M10,2003-11-07,2015-08-17
89921,OXSQ,OXFORD SQUARE CAPITAL CORP,OXSQ,69181V10,2003-11-21,2024-12-31
89922,ADEA,ADEIA INC,ADEA,00676P10,2003-11-13,2024-12-31
89923,,MCGREGOR CORP,MCGR,58067510,1984-11-19,1985-03-13
89924,,L E C G CORP,XPRT,52323410,2003-11-14,2011-04-21
89925,,D Z S INC,DZSI,26821110,2003-11-14,2024-08-07
89926,,CENTRAL FREIGHT LINES INC NEV,CENF,15349110,2003-12-12,2006-11-27
89927,TCOM,TRIP COM GROUP LTD,TCOM,89677Q10,2003-12-09,2024-12-31
89928,,FRANKLIN BANK CORP,FBTX,35245110,2003-12-18,2008-11-10
89929,,FALCON FINANCIAL INVESTMENT TR,FLCN,30603210,2003-12-17,2005-03-03
89930,,HAYES LEMMERZ INTERNATIONAL INC,HAYZ,42078130,2003-12-02,2009-05-20
89931,,MEDCO RESEARCH INC,,58405910,1984-11-08,2000-02-25
89932,,KNOLOGY INC,KNOL,49918380,2003-12-18,2012-07-16
89933,,KINTERA INC,KNTA,49720P50,2003-12-19,2008-07-09
89934,,MERCER INSURANCE GROUP INC,MIGP,58790210,2003-12-16,2011-03-28
89935,MEIP,M E I PHARMA INC,MEIP,55279B30,2003-12-18,2024-12-31
89936,,METROCALL HOLDINGS INC,MTOH,59164X10,2003-12-17,2004-11-16
89937,,NPTEST HOLDING CORP,NPTT,67019A10,2003-12-11,2004-05-28
89938,,OLD LINE BANCSHARES,OLBK,67984M10,2003-12-02,2019-11-22
89939,,ORBITZ INC,ORBZ,68556Y10,2003-12-17,2004-11-12
89940,,PROVIDE COMMERCE INC,PRVD,74373W10,2003-12-17,2006-02-09
89941,TZOO,TRAVELZOO,TZOO,89421Q20,2003-12-30,2024-12-31
89942,GBLI,GLOBAL INDEMNITY GROUP LLC,GBLI,37959R10,2003-12-16,2024-12-31
89943,,VASO ACTIVE PHARMACEUTICALS INC,VAPH,92232R10,2003-12-10,2004-03-31
89944,,WEBZEN INC,WZEN,94846M10,2003-12-16,2010-07-07
89945,,FIRST NATL BANKSHARES FLA NEW,FLB,32110010,2004-01-02,2004-12-31
89946,,AMERICAN EQUITY INVT LIFE HLDG C,AEL,02567620,2003-12-04,2024-05-02
89947,,BLACKROCK EQUITY DIVIDEND TRUST,BDV,09250N10,2003-12-19,2012-02-24
89948,CKX,C K X LANDS INC,CKX,12562N10,2003-12-08,2024-12-31
89949,,CHINA LIFE INSURANCE CO LTD,LFC,16939P10,2003-12-17,2022-09-01
89950,,MEDICAL IMAGING CTRS AMER INC,MIKA,58457810,1985-04-23,1994-06-22
89951,,CLAUDE RESOURCES INC,CGR,18287310,2003-12-15,2013-10-31
89952,CMP,COMPASS MINERALS INTL INC,CMP,20451N10,2003-12-12,2024-12-31
89953,,HIGHLAND HOSPITALITY CORP,HIH,43014110,2003-12-16,2007-07-17
89954,,DIRECTV,DTV,25490A30,2003-12-23,2015-07-24
89956,,HYTHIAM INC,HYTM,44919F10,2003-12-15,2010-02-25
89957,,INTERNATIONAL STEEL GROUP INC,ISG,46037710,2003-12-12,2005-04-15
89958,,THINKORSWIM GROUP INC,SWIM,88409C10,2003-12-09,2009-06-11
89959,TIP,ISHARES TRUST,TIP,46428717,2003-12-05,2024-12-31
89960,KRO,KRONOS WORLDWIDE INC,KRO,50105F10,2003-12-09,2024-12-31
89961,,WOODBRIDGE HOLDINGS CORP,WDG,97884220,2004-01-02,2008-11-19
89962,,LUMINENT MORTGAGE CAPITAL INC,LUM,55027830,2003-12-19,2008-05-01
89963,,NATURAL GOLF CORP,NAX,63888E20,2003-12-12,2005-04-15
89964,NNI,NELNET INC,NNI,64031N10,2003-12-11,2024-12-31
89965,NG,NOVAGOLD RESOURCES INC,NG,66987E20,2003-12-02,2024-12-31
89966,,MEDINET INC,MNET,58489510,1985-02-19,1986-06-12
89967,,PACIFIC C M A INC,PAM,69403T10,2003-12-05,2007-08-17
89968,PIPR,PIPER SANDLER COMPANIES,PIPR,72407810,2004-01-02,2024-12-31
89969,,R M R REAL ESTATE FUND,RMR,74963F10,2003-12-19,2009-06-17
89970,EMD,WESTERN ASSET EMERG MKTS DEBT FD,EMD,95766A10,2003-12-02,2024-12-31
89971,TPX,TEMPUR SEALY INTERNATIONAL INC,TPX,88023U10,2003-12-18,2024-12-31
89973,UTI,UNIVERSAL TECHNICAL INSTITUTE IN,UTI,91391510,2003-12-17,2024-12-31
89974,,MEGATRONICS INC,MEGQE,58492710,1985-01-18,1986-12-04
89975,,WASHTENAW GROUP INC,TWH,94102210,2004-01-02,2006-02-14
89976,,YAMANA GOLD INC,AUY,98462Y10,2003-12-05,2023-03-31
89977,,ASPEN INSURANCE HOLDINGS LTD,AHL,G0538410,2003-12-04,2019-02-14
89978,,CASH SYSTEMS INC,CKNN,14756B10,2004-01-06,2008-08-08
89979,,CITY NETWORK INC,CSN,17857110,2004-01-16,2007-02-20
89980,,COHEN & STEERS REIT & UT INC FD,RTU,19247Y10,2004-01-28,2010-03-12
89981,,GUGGENHEIM ENHANCED EQTY STR FD,GGE,40167K10,2004-01-28,2017-03-17
89982,,MEDITRUST CORP,,58501T20,1985-10-09,1997-11-05
89983,,EAGLE MATERIALS INC,EXPB,26969P20,2004-02-02,2006-04-11
89984,ETG,EATON VANCE TAX ADV GLOB DIV INC,ETG,27828S10,2004-01-28,2024-12-31
89986,APLD,APPLIED DIGITAL CORP,APLD,03816920,2004-01-30,2024-12-31
89987,,GOVERNMENT PROPERTIES TRUST INC,GPT,38374W10,2004-01-27,2007-04-13
89988,ITOT,ISHARES TRUST,ITOT,46428715,2004-01-23,2024-12-31
89989,,K SEA TRANSPORTATION PARTNERS LP,KSP,48268Y10,2004-01-09,2011-07-01
89990,,NUVEEN TAX ADV TOT RET STRAT FD,JTA,67090H10,2004-01-28,2021-11-19
89991,,PIONEER MUNICIPAL & EQUITY INC,PBF,72376110,2004-01-28,2008-10-21
89992,VCR,VANGUARD SECTOR INDEX FUNDS,VCR,92204A10,2004-01-30,2024-12-31
89993,VDC,VANGUARD SECTOR INDEX FUNDS,VDC,92204A20,2004-01-30,2024-12-31
89994,VFH,VANGUARD SECTOR INDEX FUNDS,VFH,92204A40,2004-01-30,2024-12-31
89995,VHT,VANGUARD SECTOR INDEX FUNDS,VHT,92204A50,2004-01-30,2024-12-31
89996,VGT,VANGUARD SECTOR INDEX FUNDS,VGT,92204A70,2004-01-30,2024-12-31
89997,VAW,VANGUARD SECTOR INDEX FUNDS,VAW,92204A80,2004-01-30,2024-12-31
89998,VPU,VANGUARD SECTOR INDEX FUNDS,VPU,92204A87,2004-01-30,2024-12-31
89999,VBK,VANGUARD INDEX FUNDS,VBK,92290859,2004-01-30,2024-12-31
90000,VBR,VANGUARD INDEX FUNDS,VBR,92290861,2004-01-30,2024-12-31
90001,VO,VANGUARD INDEX FUNDS,VO,92290862,2004-01-30,2024-12-31
90002,VV,VANGUARD INDEX FUNDS,VV,92290863,2004-01-30,2024-12-31
90003,VUG,VANGUARD INDEX FUNDS,VUG,92290873,2004-01-30,2024-12-31
90004,VTV,VANGUARD INDEX FUNDS,VTV,92290874,2004-01-30,2024-12-31
90005,VB,VANGUARD INDEX FUNDS,VB,92290875,2004-01-30,2024-12-31
90006,,OAK RIDGE FINANCIAL SERVICES INC,BKOR,67176810,2004-01-29,2013-07-26
90007,,CHEVIOT FINANCIAL CORP,CHEV,16677X10,2004-01-06,2016-05-20
90008,,EYETECH PHARMACEUTICALS INC,EYET,30229710,2004-01-30,2005-11-14
90009,,GLOBAL CROSSING LTD,GLBC,G3921A17,2004-01-22,2011-10-03
90010,,LIPMAN ELECTRONIC ENGINEERING LT,LPMA,M6772H10,2004-01-29,2006-10-25
90011,,MAGELLAN HEALTH INC,MGLN,55907920,2004-01-06,2022-01-03
90012,PETS,PETMED EXPRESS INC,PETS,71638210,2004-01-23,2024-12-31
90013,,PORTEC RAIL PRODUCTS INC,PRPX,73621210,2004-01-23,2010-12-29
90014,,REDBACK NETWORKS INC,RBAK,75720950,2004-01-05,2007-01-25
90015,,SUNTERRA CORP,SNRR,86787D20,2004-01-05,2006-07-06
90016,,SYNERGY FINANCIAL GROUP INC,SYNF,87162V10,2004-01-21,2007-09-28
90017,,CROSSTEX ENERGY INC,XTXI,22765Y10,2004-01-13,2014-03-07
90018,,MULTI MEDIA TUTORIAL SVCS INC,MMTS,62542010,1995-04-13,1997-04-16
90019,,MEGACOM INC,MINCC,58514410,1985-06-26,1986-10-24
90020,,ASSET ACCEPTANCE CAPITAL CORP,AACC,04543P10,2004-02-05,2013-06-13
90021,,ALPHASMART INC,ALSM,02081F10,2004-02-06,2005-06-27
90022,,ATHEROS COMMUNICATIONS INC,ATHR,04743P10,2004-02-12,2011-05-24
90023,,BIOVERIS CORP,BIOV,09067610,2004-02-17,2007-06-26
90024,,BAKERS FOOTWEAR GROUP INC,BKRS,05746510,2004-02-05,2010-06-17
90025,,ANESIVA INC,ANSV,03460L10,2004-02-12,2010-01-05
90026,,CHEROKEE INTL CORP,CHRK,16445010,2004-02-20,2008-11-20
90027,,MEGAPHONE INTERNATIONAL INC DE,INFL,58515520,1984-12-14,1988-02-16
90028,,EDIETS COM INC,DIET,28059720,2004-02-17,2011-12-01
90029,DVAX,DYNAVAX TECHNOLOGIES CORP,DVAX,26815820,2004-02-19,2024-12-31
90030,,GEAC COMPUTER CORP LTD,GEAC,36828910,2004-02-03,2006-03-14
90031,,ONCTERNAL THERAPEUTICS INC,ONCT,68236P20,2004-02-03,2024-12-02
90032,,RENOVIS INC,RNVS,75988510,2004-02-05,2008-05-02
90033,,SYMBION INC DE,SMBI,87150710,2004-02-06,2007-08-23
90034,,ENTORIAN TECHNOLOGIES INC,ENTN,29383P20,2004-02-06,2010-03-31
90035,,MELCORP SECURITIES LTD,AGLOY,58546940,1985-06-13,1989-03-30
90036,,BANCORP BANK,TBBK,05969F10,2004-02-03,2004-12-22
90037,HTH,HILLTOP HOLDINGS INC,HTH,43274810,2004-02-12,2024-12-31
90038,AIZ,ASSURANT INC,AIZ,04621X10,2004-02-05,2024-12-31
90039,,BRISTOL WEST HOLDINGS INC,BRW,11037M10,2004-02-12,2007-07-02
90040,,CUMBERLAND RESOURCES LTD,CLG,23077R10,2004-02-03,2007-07-09
90041,HTD,JOHN HANCOCK TAX ADV DIV INC FD,HTD,41013V10,2004-02-25,2024-12-31
90042,IGR,CBRE GLOBAL REAL ESTATE INC FD,IGR,12504G10,2004-02-25,2024-12-31
90043,,VININGS INVESTMENT PROP TRUST,VIPIS,92742820,1985-02-13,1998-04-28
90044,,KINETIC CONCEPTS INC,KCI,49460W20,2004-02-24,2011-11-04
90045,,LAIDLAW INTERNATIONAL INC,LI,50730R10,2004-02-10,2007-09-28
90046,,MEDICURE INC,MCU,58469E10,2004-02-17,2008-07-03
90047,UTG,REAVES UTILITY INCOME FUND,UTG,75615810,2004-02-25,2024-12-31
90048,,RIO NARCEA GOLD MINES LTD,RNO,76690910,2004-02-25,2007-09-28
90049,,SCOLR PHARMA INC,DDD,78402X10,2004-02-06,2011-01-12
90050,SCD,L M P CAPITAL & INCOME FUND INC,SCD,50208A10,2004-02-25,2024-12-31
90051,,MEMRY CORP,MRY,58626320,1985-03-15,2008-09-29
90052,,T R W AUTOMOTIVE HOLDINGS CORP,TRW,87264S10,2004-02-03,2015-05-14
90053,,TEL INSTRUMENT ELECTRONICS CORP,TIK,87916520,2004-02-10,2019-03-08
90054,,TELKONET INC,TKO,87960410,2004-02-04,2009-11-12
90055,,TODCO,THE,88889T10,2004-02-05,2007-07-11
90056,TYG,TORTOISE ENERGY INFRASTRUCT CORP,TYG,89147L88,2004-02-25,2024-12-31
90057,WIW,WESTERN ASSET INFTN-LNKD OP&IN F,WIW,95766R10,2004-02-25,2024-12-31
90058,,WILBER CORP,GIW,96779710,2004-02-12,2011-04-08
90060,,A X M PHARMA INC,AXJ,00245710,2004-03-03,2006-06-09
90061,,ATLATSA RESOURCES CORP,ATL,04947710,2004-03-15,2015-07-09
90062,,BLACKROCK STRATEGIC EQTY DIV TR,BDT,09249Y10,2004-03-26,2012-02-24
90063,CSQ,CALAMOS STRATEGIC TOT RETURN FD,CSQ,12812510,2004-03-26,2024-12-31
90064,,CAPLEASE INC,LSE,14028810,2004-03-19,2013-11-05
90065,,Z TRIM HOLDINGS INC,ZTM,98892410,2004-03-31,2008-09-12
90066,UTF,COHEN & STEERS INFRA FD INC,UTF,19248A10,2004-03-26,2024-12-31
90067,,HORNBECK OFFSHORE SVCS INC NEW,HOS,44054310,2004-03-26,2019-12-20
90068,,MACQUARIE FIRST TR GLOB INFRASTR,MFD,55607W10,2004-03-26,2024-09-20
90069,,MINES MANAGEMENT INC,MGN,60343210,2004-03-24,2016-09-13
90070,,BOGEN CORP,BOGNE,09719010,1985-10-25,1990-07-13
90071,NRG,N R G ENERGY INC,NRG,62937750,2004-03-25,2024-12-31
90072,,NEUBERGER BERMAN DIV ADV FD INC,NDD,64127J10,2004-03-26,2009-10-26
90073,JFR,NUVEEN FLOATING RATE INCOME FUND,JFR,67072T10,2004-03-26,2024-12-31
90074,,OREZONE RESOURCES INC,OZN,68592110,2004-03-18,2009-02-24
90075,,HELIOS STRATEGIC INCOME FUND INC,HSA,42328A20,2004-03-19,2014-08-12
90076,,SEMICONDUCTOR MANUFACT INTL CORP,SMI,81663N20,2004-03-17,2019-06-13
90077,COHN,COHEN & CO INC NEW,COHN,19249M10,2004-03-17,2024-12-31
90078,,T N S INC,TNS,87296010,2004-03-16,2013-02-15
90079,,ANADYS PHARMACEUTICALS INC,ANDS,03252Q40,2004-03-26,2011-11-23
90080,,CLIFTON BANCORP INC,CSBK,18687310,2004-03-04,2018-03-29
90081,CUTR,CUTERA INC,CUTR,23210910,2004-03-31,2024-12-31
90082,CWBC,COMMUNITY WEST BANCSHARES NEW,CWBC,20393710,2004-03-05,2024-12-31
90083,,D D I CORP,DDIC,23316250,2004-03-05,2012-05-31
90084,,DAYSTAR TECHNOLOGIES INC,DSTI,23962Q40,2004-03-22,2013-04-11
90085,,SIMPLICITY BANCORP INC,SMPL,82886710,2004-03-31,2015-02-27
90086,,MERCHANTS BANCSHARES INC,MBVT,58844810,1985-09-06,2017-05-12
90087,,LINKTONE LTD,LTON,53592510,2004-03-04,2013-12-31
90088,MCHX,MARCHEX INC,MCHX,56624R10,2004-03-31,2024-12-31
90090,,SIGNATURE BANK NEW YORK N Y,SBNY,82669G10,2004-03-23,2023-03-10
90091,,SUMTOTAL SYSTEMS INC,SUMT,86661510,2004-03-19,2009-07-21
90092,SBRA,SABRA HEALTHCARE REIT INC,SBRA,78573L10,2004-03-10,2024-12-31
90093,,BANK HOLDINGS THE,TBHS,88331E10,2004-03-23,2009-09-28
90094,,MERCURY ENTERTAINMENT CORP,MCRY,58938630,1984-10-15,1989-09-12
90095,,TOM ONLINE INC,TOMO,88972820,2004-03-10,2007-08-27
90096,,TERCICA INC,TRCA,88078L10,2004-03-17,2008-10-16
90097,UCTT,ULTRA CLEAN HOLDINGS INC,UCTT,90385V10,2004-03-25,2024-12-31
90098,CYCC,CYCLACEL PHARMACEUTICALS INC,CYCC,23254L80,2004-03-16,2024-12-31
90099,,ZILOG INC,ZILG,98952430,2004-03-12,2010-02-18
90100,,JOHNS MANVILLE CORP NEW,,47812910,1988-11-29,2001-02-27
90101,SVRA,SAVARA INC,SVRA,80511110,2004-04-29,2024-12-31
90102,ABR,ARBOR REALTY TRUST INC,ABR,03892310,2004-04-07,2024-12-31
90103,CII,BLACKROCK ENHANCED CAP & INC FD,CII,09256A10,2004-04-28,2024-12-31
90105,ETO,EATON VANCE TAX ADV GLOB DIV OPP,ETO,27828U10,2004-04-28,2024-12-31
90107,,MET COIL SYSTEMS CORP,METS,59085010,1985-12-13,2000-06-02
90108,ERH,ALLSPRING UTILS & HIGH INC FD,ERH,94987E10,2004-04-28,2024-12-31
90109,,FIRST TRUST VALUE LINE & IBBOT,FVI,33735H10,2004-04-28,2006-11-30
90110,,HOSPIRA INC,HSP,44106010,2004-05-03,2015-09-02
90111,,ISHARES TRUST,NY,46428713,2004-04-02,2014-10-14
90112,,ISHARES TRUST,NYC,46428714,2004-04-02,2014-10-14
90113,,J E D OIL INC,JDO,47231010,2004-04-06,2009-01-14
90114,LGI,LAZARD GLOB TOT RET & INC FD INC,LGI,52106W10,2004-04-28,2024-12-31
90115,,JILLIANS ENTERTAINMENT CORP,QBAL,47742010,1985-07-23,1997-07-24
90116,,NORTHERN ORION RESOURCES INC,NTO,66557510,2004-04-08,2007-10-15
90117,,R M R HOSPITALITY & REAL EST FD,RHR,74963J10,2004-04-28,2009-06-19
90118,SA,SEABRIDGE GOLD INC,SA,81191610,2004-04-20,2024-12-31
90119,,T S & W CLAYMORE TAX ADV BAL FD,TYW,87280R10,2004-04-28,2011-12-30
90120,AGO,ASSURED GUARANTY LTD,AGO,G0585R10,2004-04-23,2024-12-31
90121,MFIC,MIDCAP FINANCIAL INVESTMENT CORP,MFIC,03761U50,2004-04-06,2024-12-31
90122,,BARRIER THERAPEUTICS INC,BTRX,06850R10,2004-04-29,2008-08-06
90123,,METROPOLITAN FEDERAL BANK FSB,MFTN,59191110,1985-11-15,1991-04-26
90124,,CITADEL SECURITY SOFTWARE INC,CDSS,17288Q10,2004-04-30,2006-05-04
90125,CORT,CORCEPT THERAPEUTICS INC,CORT,21835210,2004-04-14,2024-12-31
